NETBEHEERDER	NETGEBIED	STRAATNAAM	POSTCODE_VAN	POSTCODE_TOT	WOONPLAATS	LANDCODE	PRODUCTSOORT	VERBRUIKSSEGMENT	AANSLUITINGEN_AANTAL	LEVERINGSRICHTING_PERC	FYSIEKE_STATUS_PERC	SOORT_AANSLUITING_PERC	SOORT_AANSLUITING	SJV_GEMIDDELD	SJV_LAAG_TARIEF_PERC	SLIMME_METER_PERC
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Regenboogstraat"	"4301BT"	"4301BT"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	16	100,00	100,00	93,75	"G4"	1407	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Regenboogstraat"	"4301BV"	"4301BV"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	33	100,00	69,70	81,82	"1x35"	1338	9,09	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Regenboogstraat"	"4301BV"	"4301BV"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	31	100,00	67,74	96,77	"G4"	1087	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Weststraat"	"4301BW"	"4301BW"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	18	100,00	100,00	66,67	"3x25"	4293	22,22	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Weststraat"	"4301BW"	"4301BW"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	18	100,00	100,00	83,33	"G4"	1687	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Weststraat"	"4301BX"	"4301BX"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	20	100,00	100,00	55,00	"3x25"	2915	40,00	5,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Weststraat"	"4301BX"	"4301BX"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	20	100,00	100,00	100,00	"G4"	1546	0,00	5,00
"8716902000001"	"Enduris Netgebied"	"Kerkhof"	"4301BZ"	"4301CA"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	24	95,83	95,83	33,33	"3x25"	25588	54,17	4,17
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Kerkhof"	"4301BZ"	"4301CA"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	24	100,00	95,83	50,00	"G4"	3973	0,00	4,17
"8716902000001"	"Enduris Netgebied"	"Havenplein"	"4301CB"	"4301CB"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	13	100,00	100,00	53,85	"3x25"	24196	61,54	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Havenplein"	"4301CB"	"4301CB"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	12	100,00	100,00	41,67	"G4"	5233	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Visstraat"	"4301CC"	"4301CC"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	14	100,00	100,00	64,29	"3x25"	14181	64,29	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Visstraat"	"4301CC"	"4301CC"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	14	100,00	100,00	78,57	"G4"	2101	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Havenpark"	"4301CD"	"4301CD"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	15	100,00	100,00	73,33	"3x25"	10656	53,33	6,67
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Havenpark"	"4301CD"	"4301CD"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	14	100,00	100,00	50,00	"G4"	4603	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Havenpark"	"4301CE"	"4301CJ"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	43	100,00	100,00	67,44	"3x25"	7085	44,19	11,63
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Havenpark"	"4301CE"	"4301CJ"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	41	100,00	100,00	80,49	"G4"	2548	0,00	7,32
"8716902000001"	"Enduris Netgebied"	"Oude Haven"	"4301CK"	"4301CK"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	13	100,00	100,00	76,92	"3x25"	6888	38,46	7,69
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Oude Haven"	"4301CK"	"4301CK"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	13	100,00	100,00	69,23	"G4"	3192	0,00	7,69
"8716902000001"	"Enduris Netgebied"	"Oude Haven"	"4301CL"	"4301CL"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	13	100,00	100,00	84,62	"3x25"	4613	15,38	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Oude Haven"	"4301CL"	"4301CL"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	13	100,00	100,00	76,92	"G4"	2873	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Sint Domusstraat"	"4301CM"	"4301CM"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	18	100,00	100,00	72,22	"3x25"	4573	44,44	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Sint Domusstraat"	"4301CM"	"4301CM"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	16	100,00	100,00	87,50	"G4"	2198	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Sint Domusstraat"	"4301CN"	"4301CN"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	10	100,00	100,00	70,00	"1x35"	2889	20,00	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Sint Domusstraat"	"4301CN"	"4301CP"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	29	100,00	96,55	89,66	"G4"	1824	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Sint Domusstraat"	"4301CP"	"4301CP"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	20	100,00	100,00	60,00	"3x25"	3147	50,00	0,00
"8716902000001"	"Enduris Netgebied"	"Sint Domusstraat"	"4301CR"	"4301CR"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	13	100,00	100,00	46,15	"1x35"	4187	23,08	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Sint Domusstraat"	"4301CR"	"4301CR"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	12	100,00	91,67	91,67	"G4"	1878	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Sint Domusstraat"	"4301CS"	"4301CS"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	22	100,00	100,00	68,18	"3x25"	2304	36,36	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Sint Domusstraat"	"4301CS"	"4301CS"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	19	100,00	94,74	84,21	"G4"	1605	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Nieuwe Bogerdstraat"	"4301CV"	"4301CV"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	16	100,00	100,00	62,50	"3x25"	7860	37,50	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Nieuwe Bogerdstraat"	"4301CV"	"4301CV"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	14	100,00	100,00	78,57	"G4"	1763	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Nieuwe Bogerdstraat"	"4301CW"	"4301CW"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	13	100,00	100,00	76,92	"3x25"	3820	46,15	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Nieuwe Bogerdstraat"	"4301CW"	"4301CW"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	13	100,00	100,00	100,00	"G4"	1868	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Nieuwe Bogerdstraat"	"4301CX"	"4301CX"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	11	100,00	100,00	54,55	"3x25"	4292	45,45	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Nieuwe Bogerdstraat"	"4301CX"	"4301CZ"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	23	100,00	100,00	82,61	"G4"	1835	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Nieuwe Bogerdstraat"	"4301CZ"	"4301CZ"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	15	100,00	100,00	66,67	"3x25"	3094	66,67	0,00
"8716902000001"	"Enduris Netgebied"	"Venkelstraat"	"4301DA"	"4301DA"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	19	100,00	100,00	73,68	"1x35"	1993	21,05	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Venkelstraat"	"4301DA"	"4301DA"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	16	100,00	100,00	100,00	"G4"	1360	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Venkelstraat"	"4301DB"	"4301DB"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	21	100,00	95,24	57,14	"3x25"	3273	42,86	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Venkelstraat"	"4301DB"	"4301DB"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	18	100,00	100,00	100,00	"G4"	1244	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Molenstraat"	"4301DC"	"4301DD"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	26	80,77	96,15	76,92	"1x35"	3644	50,00	23,08
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Molenstraat"	"4301DC"	"4301DD"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	29	100,00	82,76	100,00	"G4"	963	0,00	20,69
"8716902000001"	"Enduris Netgebied"	"Lange Groendal"	"4301DE"	"4301DE"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	13	100,00	100,00	92,31	"1x35"	2105	0,00	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Lange Groendal"	"4301DE"	"4301DE"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	11	100,00	100,00	100,00	"G4"	1194	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Lange Groendal"	"4301DG"	"4301DG"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	11	100,00	100,00	100,00	"1x35"	1536	18,18	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Lange Groendal"	"4301DG"	"4301DG"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	11	100,00	100,00	100,00	"G4"	995	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Kapellestraat"	"4301DH"	"4301DH"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	10	100,00	100,00	50,00	"1x35"	3781	40,00	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Kapellestraat"	"4301DH"	"4301DH"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	10	100,00	100,00	100,00	"G4"	1427	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Nieuwe Haven"	"4301DJ"	"4301DJ"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	24	100,00	100,00	54,17	"3x25"	6085	45,83	4,17
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Nieuwe Haven"	"4301DJ"	"4301DJ"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	24	100,00	100,00	79,17	"G4"	2295	0,00	4,17
"8716902000001"	"Enduris Netgebied"	"Nieuwe Haven"	"4301DK"	"4301DK"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	24	100,00	100,00	54,17	"3x25"	6019	25,00	4,17
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Nieuwe Haven"	"4301DK"	"4301DK"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	22	100,00	100,00	95,45	"G4"	1668	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Nieuwe Haven"	"4301DL"	"4301DL"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	23	100,00	95,65	73,91	"3x25"	6528	43,48	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Nieuwe Haven"	"4301DL"	"4301DL"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	22	100,00	95,45	100,00	"G4"	1631	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Nieuwe Haven"	"4301DM"	"4301EB"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	23	100,00	100,00	65,22	"3x25"	6768	43,48	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Nieuwe Haven"	"4301DM"	"4301EB"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	20	100,00	100,00	85,00	"G4"	2474	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Nobelpoort"	"4301EC"	"4301ED"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	20	95,00	100,00	85,00	"3x25"	3081	40,00	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Meelstraat"	"4301EC"	"4301ED"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	22	100,00	95,45	77,27	"G4"	2663	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Kerkplein"	"4301EE"	"4301EK"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	31	96,77	100,00	51,61	"3x25"	5716	22,58	3,23
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Kerkplein"	"4301EE"	"4301EK"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	24	100,00	95,83	91,67	"G4"	1398	0,00	4,17
"8716902000001"	"Enduris Netgebied"	"Kinderstraat"	"4301EL"	"4301EL"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	11	100,00	100,00	72,73	"1x35"	1775	0,00	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Kinderstraat"	"4301EL"	"4301EP"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	29	100,00	100,00	96,55	"G4"	1564	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Lombardstraat"	"4301EM"	"4301EP"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	24	100,00	100,00	70,83	"1x35"	2862	20,83	0,00
"8716902000001"	"Enduris Netgebied"	"Varremarkt"	"4301ER"	"4301ER"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	19	100,00	100,00	68,42	"3x25"	5202	36,84	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Varremarkt"	"4301ER"	"4301ER"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	19	100,00	100,00	89,47	"G4"	2167	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Lammermarkt"	"4301ES"	"4301ES"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	11	100,00	100,00	63,64	"3x25"	3343	27,27	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Lammermarkt"	"4301ES"	"4301ET"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	27	100,00	100,00	92,59	"G4"	1717	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Lammermarkt"	"4301ET"	"4301ET"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	18	100,00	100,00	50,00	"3x25"	5954	16,67	0,00
"8716902000001"	"Enduris Netgebied"	"Sint Lievenstraat"	"4301EV"	"4301EV"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	27	100,00	100,00	51,85	"1x35"	2036	33,33	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Sint Lievenstraat"	"4301EV"	"4301EV"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	27	100,00	100,00	100,00	"G4"	1294	0,00	0,00
