NETBEHEERDER	NETGEBIED	STRAATNAAM	POSTCODE_VAN	POSTCODE_TOT	WOONPLAATS	LANDCODE	PRODUCTSOORT	VERBRUIKSSEGMENT	AANSLUITINGEN_AANTAL	LEVERINGSRICHTING_PERC	FYSIEKE_STATUS_PERC	SOORT_AANSLUITING_PERC	SOORT_AANSLUITING	SJA_GEMIDDELD	SJA_LAAG_TARIEF_PERC	SLIMME_METER_PERC
"8716902000001"	"STEDIN ZEELAND"	"Vlasstraat"	"4353EC"	"4353ED"	"SEROOSKERKE WALCHEREN"	"NL"	"ELK"	"KVB"	26	57,69	96,15	65,38	"3x25"	3041,12	92,31	92,31
"8717127750009"	"STEDIN ZEELAND"	"Vlasstraat"	"4353EC"	"4353ED"	"SEROOSKERKE WALCHEREN"	"NL"	"GAS"	"KVB"	24	100,00	95,83	79,17	"G4"	1773,04	0,00	91,67
"8716902000001"	"STEDIN ZEELAND"	"Oostkapelseweg"	"4353EE"	"4353EE"	"SEROOSKERKE WALCHEREN"	"NL"	"ELK"	"KVB"	22	54,55	100,00	45,45	"1x35"	2691,14	86,36	86,36
"8717127750009"	"STEDIN ZEELAND"	"Oostkapelseweg"	"4353EE"	"4353EE"	"SEROOSKERKE WALCHEREN"	"NL"	"GAS"	"KVB"	20	100,00	100,00	85,00	"G4"	1060,55	0,00	85,00
"8716902000001"	"STEDIN ZEELAND"	"Oostkapelseweg"	"4353EG"	"4353EH"	"SEROOSKERKE WALCHEREN"	"NL"	"ELK"	"KVB"	22	45,45	100,00	54,55	"3x25"	11212,00	95,45	95,45
"8717127750009"	"STEDIN ZEELAND"	"Oostkapelseweg"	"4353EG"	"4353EH"	"SEROOSKERKE WALCHEREN"	"NL"	"GAS"	"KVB"	20	100,00	100,00	75,00	"G4"	1591,15	0,00	80,00
"8716902000001"	"STEDIN ZEELAND"	"Oostkapelseweg"	"4353EJ"	"4353EK"	"SEROOSKERKE WALCHEREN"	"NL"	"ELK"	"KVB"	14	57,14	100,00	57,14	"3x25"	5208,86	85,71	85,71
"8717127750009"	"STEDIN ZEELAND"	"Oostkapelseweg"	"4353EJ"	"4353EZ"	"SEROOSKERKE WALCHEREN"	"NL"	"GAS"	"KVB"	32	100,00	100,00	96,88	"G4"	1681,13	0,00	93,75
"8716902000001"	"STEDIN ZEELAND"	"Herdershof"	"4353EZ"	"4353EZ"	"SEROOSKERKE WALCHEREN"	"NL"	"ELK"	"KVB"	22	9,09	100,00	86,36	"1x35"	1555,77	100,00	100,00
"8716902000001"	"STEDIN ZEELAND"	"Gapingseweg"	"4353JA"	"4353JA"	"SEROOSKERKE WALCHEREN"	"NL"	"ELK"	"KVB"	16	43,75	87,50	50,00	"3x25"	9802,31	75,00	75,00
"8717127750009"	"STEDIN ZEELAND"	"Gapingseweg"	"4353JA"	"4353KA"	"SEROOSKERKE WALCHEREN"	"NL"	"GAS"	"KVB"	23	100,00	86,96	69,57	"G4"	2212,43	0,00	82,61
"8716902000001"	"STEDIN ZEELAND"	"Gapingseweg"	"4353JB"	"4353KA"	"SEROOSKERKE WALCHEREN"	"NL"	"ELK"	"KVB"	21	71,43	90,48	71,43	"3x25"	6273,52	100,00	95,24
"8716902000001"	"STEDIN ZEELAND"	"Noorddorpsweg"	"4353RD"	"4353RH"	"SEROOSKERKE WALCHEREN"	"NL"	"ELK"	"KVB"	25	72,00	92,00	64,00	"3x25"	2683,40	88,00	88,00
"8717127750009"	"STEDIN ZEELAND"	"Noorddorpsweg"	"4353RD"	"4353RH"	"SEROOSKERKE WALCHEREN"	"NL"	"GAS"	"KVB"	16	100,00	93,75	100,00	"G4"	1329,81	0,00	87,50
"8716902000001"	"STEDIN ZEELAND"	"Zoetendaalseweg"	"4353RJ"	"4353RT"	"SEROOSKERKE WALCHEREN"	"NL"	"ELK"	"KVB"	89	84,27	87,64	71,91	"3x25"	4843,30	85,39	84,27
"8717127750009"	"STEDIN ZEELAND"	"Zoetendaalseweg"	"4353RJ"	"4353RT"	"SEROOSKERKE WALCHEREN"	"NL"	"GAS"	"KVB"	79	100,00	63,29	89,87	"G4"	715,53	0,00	58,23
"8716902000001"	"STEDIN ZEELAND"	"de Rikkeweie"	"4353RV"	"4353RW"	"SEROOSKERKE WALCHEREN"	"NL"	"ELK"	"KVB"	39	74,36	92,31	84,62	"3x25"	3636,33	82,05	82,05
"8717127750009"	"STEDIN ZEELAND"	"de Rikkeweie"	"4353RV"	"4353RW"	"SEROOSKERKE WALCHEREN"	"NL"	"GAS"	"KVB"	37	100,00	64,86	97,30	"G4"	311,32	0,00	51,35
"8716902000001"	"STEDIN ZEELAND"	"de Stekelweie"	"4353RX"	"4353RX"	"SEROOSKERKE WALCHEREN"	"NL"	"ELK"	"KVB"	29	55,17	96,55	93,10	"3x25"	801,45	96,55	96,55
"8717127750009"	"STEDIN ZEELAND"	"de Stekelweie"	"4353RX"	"4354AB"	"SEROOSKERKE WALCHEREN"	"NL"	"GAS"	"KVB"	61	100,00	88,52	81,97	"G4"	1830,02	0,00	83,61
"8716902000001"	"STEDIN ZEELAND"	"Kokerheulweg"	"4353SB"	"4353SE"	"SEROOSKERKE WALCHEREN"	"NL"	"ELK"	"KVB"	29	51,72	96,55	75,86	"3x25"	9874,14	100,00	96,55
"8716902000001"	"STEDIN ZEELAND"	"Kleine Putweg"	"4353SG"	"4353SH"	"SEROOSKERKE WALCHEREN"	"NL"	"ELK"	"KVB"	21	52,38	95,24	66,67	"3x25"	5116,62	95,24	95,24
"8716902000001"	"STEDIN ZEELAND"	"Kadetweg"	"4353SJ"	"4354AB"	"SEROOSKERKE WALCHEREN"	"NL"	"ELK"	"KVB"	33	54,55	93,94	63,64	"3x25"	6689,58	87,88	90,91
"8716902000001"	"STEDIN ZEELAND"	"Dorpsdijk"	"4354AC"	"4354AE"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	34	73,53	94,12	44,12	"3x25"	10408,35	91,18	91,18
"8717127750009"	"STEDIN ZEELAND"	"Dorpsdijk"	"4354AC"	"4354AE"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	28	100,00	96,43	60,71	"G4"	2885,32	0,00	85,71
"8716902000001"	"STEDIN ZEELAND"	"Elzenoordlaan"	"4354AG"	"4354AG"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	11	45,45	100,00	90,91	"3x25"	3169,64	100,00	100,00
"8717127750009"	"STEDIN ZEELAND"	"Elzenoordlaan"	"4354AG"	"4354AG"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	12	100,00	100,00	91,67	"G4"	1438,67	0,00	91,67
"8716902000001"	"STEDIN ZEELAND"	"Elzenoordlaan"	"4354AH"	"4354AJ"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	25	44,00	100,00	76,00	"3x25"	2982,80	92,00	92,00
"8717127750009"	"STEDIN ZEELAND"	"Elzenoordlaan"	"4354AH"	"4354AJ"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	25	100,00	92,00	88,00	"G4"	2143,88	0,00	88,00
"8716902000001"	"STEDIN ZEELAND"	"Schoolstraat"	"4354AK"	"4354AK"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	20	65,00	100,00	85,00	"3x25"	2565,85	85,00	85,00
"8717127750009"	"STEDIN ZEELAND"	"Schoolstraat"	"4354AK"	"4354AK"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	15	100,00	86,67	86,67	"G4"	1296,13	0,00	73,33
"8716902000001"	"STEDIN ZEELAND"	"Palsterstraat"	"4354AL"	"4354AL"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	24	58,33	58,33	58,33	"3x25"	2589,00	87,50	50,00
"8717127750009"	"STEDIN ZEELAND"	"Palsterstraat"	"4354AL"	"4354AL"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	11	100,00	90,91	90,91	"G4"	1353,45	0,00	72,73
"8716902000001"	"STEDIN ZEELAND"	"Palsterstraat"	"4354AM"	"4354AM"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	16	31,25	100,00	81,25	"1x35"	2196,63	81,25	81,25
"8717127750009"	"STEDIN ZEELAND"	"Palsterstraat"	"4354AM"	"4354AM"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	16	100,00	100,00	100,00	"G4"	1011,69	0,00	81,25
"8716902000001"	"STEDIN ZEELAND"	"Pelgrimstraat"	"4354AN"	"4354AN"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	20	50,00	100,00	55,00	"1x35"	2333,20	100,00	100,00
"8717127750009"	"STEDIN ZEELAND"	"Pelgrimstraat"	"4354AN"	"4354AN"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	20	100,00	95,00	100,00	"G4"	961,60	0,00	95,00
"8716902000001"	"STEDIN ZEELAND"	"Pelgrimstraat"	"4354AP"	"4354AP"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	11	45,45	100,00	63,64	"3x25"	2754,82	100,00	100,00
"8717127750009"	"STEDIN ZEELAND"	"Pelgrimstraat"	"4354AP"	"4354AP"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	11	100,00	100,00	100,00	"G4"	920,27	0,00	81,82
"8716902000001"	"STEDIN ZEELAND"	"Pelgrimstraat"	"4354AR"	"4354AR"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	14	50,00	100,00	57,14	"1x35"	1906,14	100,00	100,00
"8717127750009"	"STEDIN ZEELAND"	"Pelgrimstraat"	"4354AR"	"4354AR"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	14	100,00	100,00	100,00	"G4"	916,21	0,00	92,86
"8716902000001"	"STEDIN ZEELAND"	"Pelgrimstraat"	"4354AS"	"4354AS"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	15	80,00	100,00	86,67	"3x25"	1558,87	93,33	100,00
"8717127750009"	"STEDIN ZEELAND"	"Pelgrimstraat"	"4354AS"	"4354AS"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	13	100,00	100,00	100,00	"G4"	902,00	0,00	100,00
"8716902000001"	"STEDIN ZEELAND"	"Kloosterstraat"	"4354AT"	"4354AT"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	13	61,54	100,00	84,62	"3x25"	1541,85	84,62	84,62
"8717127750009"	"STEDIN ZEELAND"	"Kloosterstraat"	"4354AT"	"4354AT"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	13	100,00	92,31	100,00	"G4"	808,31	0,00	69,23
"8716902000001"	"STEDIN ZEELAND"	"Nieuwstraat"	"4354AV"	"4354AV"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	19	47,37	100,00	63,16	"1x35"	2117,68	84,21	89,47
"8717127750009"	"STEDIN ZEELAND"	"Nieuwstraat"	"4354AV"	"4354AV"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	19	100,00	94,74	94,74	"G4"	1227,95	0,00	78,95
"8716902000001"	"STEDIN ZEELAND"	"Nieuwstraat"	"4354AW"	"4354AW"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	14	64,29	100,00	71,43	"3x25"	2065,64	92,86	92,86
"8717127750009"	"STEDIN ZEELAND"	"Nieuwstraat"	"4354AW"	"4354AW"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	13	100,00	100,00	92,31	"G4"	1038,54	0,00	84,62
"8716902000001"	"STEDIN ZEELAND"	"Augustinushof"	"4354AX"	"4354AX"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	16	25,00	100,00	87,50	"3x25"	4340,06	100,00	100,00
"8717127750009"	"STEDIN ZEELAND"	"Augustinushof"	"4354AX"	"4354AX"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	13	100,00	84,62	100,00	"G4"	1315,77	0,00	84,62
"8716902000001"	"STEDIN ZEELAND"	"Regulierenpad"	"4354AZ"	"4354BB"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	24	25,00	91,67	58,33	"3x25"	2049,63	87,50	87,50
"8717127750009"	"STEDIN ZEELAND"	"Regulierenpad"	"4354AZ"	"4354BB"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	21	100,00	100,00	100,00	"G4"	965,71	0,00	95,24
"8716902000001"	"STEDIN ZEELAND"	"Koningin Wilhelminalaan"	"4354BC"	"4354BC"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	20	50,00	100,00	55,00	"1x35"	2782,35	100,00	100,00
"8717127750009"	"STEDIN ZEELAND"	"Koningin Wilhelminalaan"	"4354BC"	"4354BC"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	20	100,00	100,00	100,00	"G4"	1005,35	0,00	100,00
"8716902000001"	"STEDIN ZEELAND"	"Koningin Wilhelminalaan"	"4354BD"	"4354BD"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	22	27,27	100,00	81,82	"3x25"	3088,55	90,91	90,91
"8717127750009"	"STEDIN ZEELAND"	"Koningin Wilhelminalaan"	"4354BD"	"4354BD"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	22	100,00	100,00	95,45	"G4"	1529,59	0,00	90,91
"8716902000001"	"STEDIN ZEELAND"	"Oranje Nassaulaan"	"4354BE"	"4354BE"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	12	41,67	91,67	91,67	"3x25"	1581,08	91,67	91,67
"8717127750009"	"STEDIN ZEELAND"	"Oranje Nassaulaan"	"4354BE"	"4354BE"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	10	100,00	90,00	90,00	"G4"	1084,70	0,00	90,00
"8716902000001"	"STEDIN ZEELAND"	"Oranje Nassaulaan"	"4354BG"	"4354BG"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	19	42,11	100,00	52,63	"3x25"	1531,32	94,74	94,74
"8717127750009"	"STEDIN ZEELAND"	"Oranje Nassaulaan"	"4354BG"	"4354BG"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	19	100,00	100,00	94,74	"G4"	710,95	0,00	94,74
"8716902000001"	"STEDIN ZEELAND"	"Prins Bernhardlaan"	"4354BH"	"4354BH"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	11	36,36	100,00	100,00	"3x25"	2265,82	81,82	81,82
"8717127750009"	"STEDIN ZEELAND"	"Prins Bernhardlaan"	"4354BH"	"4354BH"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	11	100,00	100,00	100,00	"G4"	777,82	0,00	81,82
"8716902000001"	"STEDIN ZEELAND"	"Prins Bernhardlaan"	"4354BJ"	"4354BK"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	24	12,50	100,00	54,17	"1x35"	2702,96	91,67	91,67
"8717127750009"	"STEDIN ZEELAND"	"Prins Bernhardlaan"	"4354BJ"	"4354BK"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	23	100,00	100,00	95,65	"G4"	876,39	0,00	91,30
"8716902000001"	"STEDIN ZEELAND"	"Prins Clauslaan"	"4354BL"	"4354CA"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	90	86,67	100,00	91,11	"1x35"	1217,04	98,89	98,89
"8717127750009"	"STEDIN ZEELAND"	"Prins Clauslaan"	"4354BL"	"4354CA"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	89	100,00	98,88	100,00	"G4"	614,10	0,00	97,75
"8716902000001"	"STEDIN ZEELAND"	"Lijdijkweg"	"4354KB"	"4354KC"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	19	68,42	89,47	63,16	"3x25"	15985,95	84,21	78,95
"8717127750009"	"STEDIN ZEELAND"	"Lijdijkweg"	"4354KB"	"4354KH"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	37	100,00	97,30	81,08	"G4"	3047,05	0,00	78,38
"8716902000001"	"STEDIN ZEELAND"	"Koningin Emmaweg"	"4354KD"	"4354KE"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	16	75,00	81,25	93,75	"3x25"	7541,69	81,25	81,25
"8716902000001"	"STEDIN ZEELAND"	"Lijdijkweg"	"4354KG"	"4354KH"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	20	60,00	95,00	85,00	"3x25"	5657,45	90,00	90,00
"8716902000001"	"STEDIN ZEELAND"	"Secretarisweg"	"4354KJ"	"4354KK"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	25	44,00	100,00	84,00	"3x25"	7087,44	88,00	88,00
"8717127750009"	"STEDIN ZEELAND"	"Secretarisweg"	"4354KJ"	"4354KK"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	21	100,00	95,24	76,19	"G4"	1666,71	0,00	76,19
"8716902000001"	"STEDIN ZEELAND"	"Vrouwenpolderseweg"	"4354KL"	"4354KL"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	10	70,00	90,00	60,00	"3x25"	8584,20	90,00	90,00
"8717127750009"	"STEDIN ZEELAND"	"Vrouwenpolderseweg"	"4354KL"	"4354NE"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	36	100,00	91,67	72,22	"G4"	2263,78	0,00	72,22
"8716902000001"	"STEDIN ZEELAND"	"Huismanweg"	"4354KM"	"4354ND"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	27	74,07	81,48	48,15	"3x25"	8073,67	62,96	62,96
"8716902000001"	"STEDIN ZEELAND"	"Monnikendijk"	"4354NE"	"4354NE"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	19	78,95	100,00	42,11	"1x35"	9100,68	100,00	100,00
"8716902000001"	"STEDIN ZEELAND"	"Fort den Haakweg"	"4354NG"	"4354NG"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	24	75,00	83,33	66,67	"3x25"	4427,54	70,83	70,83
"8717127750009"	"STEDIN ZEELAND"	"Fort den Haakweg"	"4354NG"	"4354NG"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	14	100,00	100,00	100,00	"G4"	1268,43	0,00	85,71
"8716902000001"	"STEDIN ZEELAND"	"Breezand"	"4354NH"	"4354NH"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	21	90,48	100,00	57,14	"3x25"	1711,43	95,24	95,24
"8717127750009"	"STEDIN ZEELAND"	"Breezand"	"4354NH"	"4354NH"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	21	100,00	95,24	100,00	"G4"	1194,19	0,00	90,48
"8716902000001"	"STEDIN ZEELAND"	"Breezand"	"4354NJ"	"4354NJ"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	22	77,27	100,00	54,55	"1x35"	1641,91	100,00	100,00
"8717127750009"	"STEDIN ZEELAND"	"Breezand"	"4354NJ"	"4354NJ"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	22	100,00	90,91	100,00	"G4"	936,82	0,00	90,91
"8716902000001"	"STEDIN ZEELAND"	"Breezand"	"4354NK"	"4354NK"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	14	78,57	100,00	64,29	"1x35"	1306,07	100,00	100,00
"8717127750009"	"STEDIN ZEELAND"	"Breezand"	"4354NK"	"4354NK"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	14	100,00	92,86	100,00	"G4"	910,36	0,00	92,86
"8716902000001"	"STEDIN ZEELAND"	"Breezand"	"4354NL"	"4354NR"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	45	80,00	71,11	40,00	"3x25"	8985,16	80,00	73,33
"8717127750009"	"STEDIN ZEELAND"	"Breezand"	"4354NL"	"4354NS"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	49	100,00	87,76	93,88	"G4"	1663,33	0,00	83,67
"8716902000001"	"STEDIN ZEELAND"	"Hopman de Rijklaan"	"4354NS"	"4354NS"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	34	82,35	97,06	70,59	"1x35"	1485,88	94,12	94,12
"8716902000001"	"STEDIN ZEELAND"	"Hopman de Rijklaan"	"4354NT"	"4354NT"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	54	83,33	100,00	62,96	"1x35"	1739,43	96,30	96,30
"8717127750009"	"STEDIN ZEELAND"	"Hopman de Rijklaan"	"4354NT"	"4354NT"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	54	100,00	90,74	98,15	"G4"	1104,85	0,00	87,04
"8716902000001"	"STEDIN ZEELAND"	"Brouwershoofd"	"4354NV"	"4354NV"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	43	69,77	100,00	62,79	"1x35"	1061,70	97,67	97,67
"8717127750009"	"STEDIN ZEELAND"	"Brouwershoofd"	"4354NV"	"4354NV"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	44	100,00	95,45	100,00	"G4"	863,75	0,00	93,18
"8716902000001"	"STEDIN ZEELAND"	"Vuurbakenstraat"	"4354NW"	"4354NW"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	25	72,00	100,00	64,00	"1x35"	1434,56	100,00	100,00
"8717127750009"	"STEDIN ZEELAND"	"Vuurbakenstraat"	"4354NW"	"4354NW"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	25	100,00	96,00	100,00	"G4"	829,44	0,00	96,00
"8716902000001"	"STEDIN ZEELAND"	"Macquetshoofd"	"4354NX"	"4354NX"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	15	93,33	100,00	73,33	"1x35"	1153,20	93,33	93,33
"8717127750009"	"STEDIN ZEELAND"	"Macquetshoofd"	"4354NX"	"4354NX"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	15	100,00	100,00	100,00	"G4"	903,20	0,00	93,33
"8716902000001"	"STEDIN ZEELAND"	"Schorrestraat"	"4354NZ"	"4354NZ"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	17	58,82	100,00	76,47	"1x35"	1440,65	94,12	94,12
"8717127750009"	"STEDIN ZEELAND"	"Schorrestraat"	"4354NZ"	"4354NZ"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	17	100,00	94,12	100,00	"G4"	958,71	0,00	88,24
"8716902000001"	"STEDIN ZEELAND"	"Dingmanshoofd"	"4354PA"	"4354PA"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	12	50,00	100,00	66,67	"1x35"	1252,92	100,00	100,00
"8717127750009"	"STEDIN ZEELAND"	"Dingmanshoofd"	"4354PA"	"4354PA"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	12	100,00	100,00	100,00	"G4"	894,83	0,00	100,00
"8716902000001"	"STEDIN ZEELAND"	"Hesselbergshoofd"	"4354PB"	"4354PB"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	10	100,00	100,00	90,00	"1x35"	955,30	100,00	100,00
"8717127750009"	"STEDIN ZEELAND"	"Hesselbergshoofd"	"4354PB"	"4354PB"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	10	100,00	100,00	100,00	"G4"	942,30	0,00	100,00
"8716902000001"	"STEDIN ZEELAND"	"Sint Jacobshoofd"	"4354PC"	"4354PC"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	15	93,33	100,00	73,33	"1x35"	1919,27	93,33	93,33
"8717127750009"	"STEDIN ZEELAND"	"Sint Jacobshoofd"	"4354PC"	"4354PC"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	15	100,00	86,67	100,00	"G4"	1128,40	0,00	80,00
"8716902000001"	"STEDIN ZEELAND"	"Hopman de Rijklaan"	"4354QA"	"4354RB"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	21	100,00	66,67	42,86	"3x35"	7542,29	66,67	61,90
"8716902000001"	"STEDIN ZEELAND"	"Snouck Hurgronjeweg"	"4354SB"	"4354SE"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	28	60,71	89,29	82,14	"3x25"	3211,89	85,71	85,71
"8717127750009"	"STEDIN ZEELAND"	"Snouck Hurgronjeweg"	"4354SB"	"4354SE"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	16	100,00	93,75	68,75	"G4"	1612,00	0,00	75,00
"8716902000001"	"STEDIN ZEELAND"	"Polredijk"	"4354SG"	"4354SJ"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	35	65,71	97,14	77,14	"3x25"	4131,71	88,57	91,43
"8717127750009"	"STEDIN ZEELAND"	"Polredijk"	"4354SG"	"4354SJ"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	26	100,00	96,15	80,77	"G4"	1516,81	0,00	92,31
"8716902000001"	"STEDIN ZEELAND"	"Strand Vrouwenpolder"	"4354XZ"	"4356AA"	"VROUWENPOLDER"	"NL"	"ELK"	"KVB"	26	57,69	96,15	53,85	"3x25"	9601,77	96,15	92,31
"8717127750009"	"STEDIN ZEELAND"	"Strand Vrouwenpolder"	"4354XZ"	"4356AA"	"VROUWENPOLDER"	"NL"	"GAS"	"KVB"	22	100,00	100,00	81,82	"G4"	1834,41	0,00	90,91
"8716902000001"	"STEDIN ZEELAND"	"Molenweg"	"4356AB"	"4356AB"	"OOSTKAPELLE"	"NL"	"ELK"	"KVB"	22	50,00	81,82	72,73	"3x25"	3269,27	77,27	77,27
"8717127750009"	"STEDIN ZEELAND"	"Molenweg"	"4356AB"	"4356AB"	"OOSTKAPELLE"	"NL"	"GAS"	"KVB"	20	100,00	85,00	95,00	"G4"	1284,50	0,00	80,00
"8716902000001"	"STEDIN ZEELAND"	"Vronesteijn"	"4356AC"	"4356AC"	"OOSTKAPELLE"	"NL"	"ELK"	"KVB"	18	22,22	100,00	50,00	"1x35"	1859,33	100,00	100,00
"8717127750009"	"STEDIN ZEELAND"	"Vronesteijn"	"4356AC"	"4356AC"	"OOSTKAPELLE"	"NL"	"GAS"	"KVB"	18	100,00	100,00	100,00	"G4"	928,44	0,00	100,00
"8716902000001"	"STEDIN ZEELAND"	"Vronesteijn"	"4356AD"	"4356AD"	"OOSTKAPELLE"	"NL"	"ELK"	"KVB"	18	33,33	100,00	61,11	"3x25"	2543,89	94,44	94,44
"8717127750009"	"STEDIN ZEELAND"	"Vronesteijn"	"4356AD"	"4356AD"	"OOSTKAPELLE"	"NL"	"GAS"	"KVB"	18	100,00	100,00	100,00	"G4"	1032,44	0,00	94,44
"8716902000001"	"STEDIN ZEELAND"	"Vronesteijn"	"4356AE"	"4356AE"	"OOSTKAPELLE"	"NL"	"ELK"	"KVB"	20	50,00	100,00	95,00	"3x25"	2232,75	95,00	95,00
"8717127750009"	"STEDIN ZEELAND"	"Vronesteijn"	"4356AE"	"4356AE"	"OOSTKAPELLE"	"NL"	"GAS"	"KVB"	18	100,00	100,00	100,00	"G4"	1133,17	0,00	94,44
"8716902000001"	"STEDIN ZEELAND"	"Vronesteijn"	"4356AG"	"4356AG"	"OOSTKAPELLE"	"NL"	"ELK"	"KVB"	11	18,18	100,00	54,55	"3x25"	2308,09	100,00	100,00
"8717127750009"	"STEDIN ZEELAND"	"Vronesteijn"	"4356AG"	"4356AG"	"OOSTKAPELLE"	"NL"	"GAS"	"KVB"	11	100,00	90,91	100,00	"G4"	881,91	0,00	90,91
"8716902000001"	"STEDIN ZEELAND"	"Dorpsstraat"	"4356AH"	"4356AH"	"OOSTKAPELLE"	"NL"	"ELK"	"KVB"	26	73,08	80,77	46,15	"3x25"	12153,15	92,31	76,92
"8717127750009"	"STEDIN ZEELAND"	"Dorpsstraat"	"4356AH"	"4356AH"	"OOSTKAPELLE"	"NL"	"GAS"	"KVB"	24	100,00	87,50	70,83	"G4"	2160,04	0,00	83,33
"8716902000001"	"STEDIN ZEELAND"	"Dorpsstraat"	"4356AJ"	"4356AK"	"OOSTKAPELLE"	"NL"	"ELK"	"KVB"	46	67,39	95,65	54,35	"1x35"	2145,83	89,13	91,30
